type,message,len_type,len_message
0,my trip was ok but quite tiring lor uni starts today but it s ok me cos i m not taking any modules but jus concentrating on my final yr project,3,147
0,have you always been saying welp,3,33
0,i m a guy browsin is compulsory,3,32
0,ok,3,5
0,purity of friendship between two is not about smiling after reading the forwarded message its about smiling just by seeing the name gud evng musthu,3,149
0,sorry i ll call later,3,22
0,i should add that i don t really care and if you can t i can at least get this dude to fuck off but hey your money if you want it,3,132
0,hello lover how goes that new job are you there now are you happy do you think of me i wake my slave and send you a teasing kiss from across the sea,3,154
0,i told your number to gautham,3,31
0,tell them no need to investigate about me anywhere,3,51
0,ok i juz receive,3,18
0,cant believe i said so many things to you this morning when all i really wanted to say was good morning i love you have a beautiful morning see you in the library later,3,172
1,your account has been credited with free text messages to activate just txt the word credit to no t cs www biz,4,130
0,in the end she might still vomit but its okay not everything will come out,3,76
0,how are you with money as in to you money aint a thing how are you sha,3,78
0,it has everything to do with the weather keep extra warm its a cold but nothing serious pls lots of vitamin c,3,112
0,hey gals anyone of u going down to e driving centre tmr,3,58
0,i m always on yahoo messenger now just send the message to me and i ll get it you may have to send it in the mobile mode sha but i ll get it and will reply,3,158
0,i m putting it on now it should be ready for lt time gt,3,60
0,time n smile r the two crucial things in our life sometimes time makes us to forget smile and sometimes someone s smile makes us to forget time gud noon,3,154
1,sms ac jsco energy is high but u may not know where channel it day ur leadership skills r strong psychic reply ans w question end reply end jsco,4,154
0,host based idps for linux systems,3,34
1,hot live fantasies call now just p per min ntt ltd po box croydon cr wb is a national rate call,4,122
0,don no da whats you plan,3,26
0,ill be there on lt gt ok,3,31
0,oh my god i m almost home,3,26
0,total video converter free download type this in google search,3,64
1,thanks for the vote now sing along with the stars with karaoke on your mobile for a free link just reply with sing now,4,121
0,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,3,179
0,sounds like something that someone testing me would sayy,3,56
0,when u love someone dont make them to love u as much as u do but love them so much that they dont want to be loved by anyone except you gud nit,3,148
0,pete is this your phone still its jenny from college and leanne what are you up to now,3,90
0,oops sorry just to check that you don t mind picking me up tomo at half eight from station would that be ok,3,110
0,hey sweet i was wondering when you had a moment if you might come to me i want to send a file to someone but it won t go over yahoo for them because their connection sucks remember when you set up that page for me to go to and download the format disc could you tell me how to do that or do you know some other way to download big files because they can download stuff directly from the internet any help would be great my prey teasing kiss,3,458
0,hows the champ just leaving glasgow,3,36
0,k all the best congrats,3,28
0,i wonder if you ll get this text,3,33
0,i need to come home and give you some good lovin,3,51
1,our brand new mobile music service is now live the free music player will arrive shortly just install on your phone to browse content from the top artists,4,157
0,shall i ask one thing if you dont mistake me,3,45
0,check wid corect speling i e sarcasm,3,37
1,urgent your mobile no was awarded a bonus caller prize on this is our nd attempt to contact you call boxqu bt national rate,4,159
0,are you angry with me what happen dear,3,39
0,i thk u dun haf hint in e forum already lor cos i told ron n darren is going tell shuhui,3,96
0,yup ok thanx,3,15
0,hi cts employee how are you,3,29
0,pls pls find out from aunt nike,3,32
0,wow i love you sooo much you know i can barely stand it i wonder how your day goes and if you are well my love i think of you and miss you,3,152
0,no screaming means shouting,3,29
0,hey what happen de are you alright,3,36
0,should i have picked up a receipt or something earlier,3,54
0,i think chennai well settled,3,29
0,oh dang i didn t mean o send that to you lol,3,47
0,unfortunately i ve just found out that we have to pick my sister up from the airport that evening so don t think i ll be going out at all we should try to go out one of th,3,172
0,horrible bf i now v hungry,3,32
0,remember on that day,3,22
1,you have won a nokia i this is what you get when you win our free auction to take part send nokia to now hg suite lands row wjhl,4,150
0,how s it feel mr your not my real valentine just my yo valentine even tho u hardly play,3,91
0,all sounds good fingers makes it difficult to type,3,53
0,midnight at the earliest,3,24
0,you re not sure that i m not trying to make xavier smoke because i don t want to smoke after being told i smoke too much,3,121
0,k come to nordstrom when you re done,3,36
0,do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleep sweet dreams,3,212
0,now press conference da,3,25
1,hello from orange for month s free access to games news and sport plus free texts and photo messages reply yes terms apply www orange co uk ow,4,156
0,after completed degree there is no use in joining finance,3,59
0,good afternoon my love any job prospects are you missing me what do you do are you being lazy and bleak hmmm or happy and filled with my love,3,155
0,shant disturb u anymore jia you,3,37
0,bishan lar nearer no need buy so early cos if buy now i gotta park my car,3,79
0,me i dont know again oh,3,24
0,dude sux for snake he got old and raiden got buff,3,50
0,he says hi and to get your ass back to south tampa preferably at a kegger,3,75
0,in e msg jus now u said thanks for gift,3,41
0,u too,3,8
0,ok how you dear did you call chechi,3,36
0,yeah we do totes when u wanna,3,31
0,ok i found dis pierre cardin one which looks normal costs its on sale,3,73
0,good sleep is about rhythm the person has to establish a rhythm that the body will learn and use if you want to know more,3,127
0,wat r u doing,3,14
0,message from i am at truro hospital on ext you can phone me here as i have a phone by my side,3,97
0,single line with a big meaning miss anything ur best life but,3,73
0,just got some gas money any chance you and the gang want to go on a grand nature adventure,3,92
0,dnt worry use ice pieces in a cloth pack also take tablets,3,63
0,dude just saw a parked car with its sunroof popped up sux,3,58
0,get ready to put on your excellent sub face,3,46
0,tmrw im finishing doors,3,26
0,the lt gt g that i saw a few days ago the guy wants sell wifi only for lt gt and with g for lt gt that s why i blanked him,3,143
0,i am late i will be there at,3,29
0,whatever im pretty pissed off,3,31
0,today is accept day u accept me as brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy,3,156
0,i dont have that much image in class,3,37
0,no i got rumour that you going to buy apartment in chennai,3,63
0,near kalainar tv office thenampet,3,33
1,ur cash balance is currently pounds to maximize ur cash in now send go to only p msg cc hg suite lands row wjhl,4,145
1,sms auction a brand new nokia is up auction today auction is free join take part txt nokia to now hg suite lands row wjhl,4,149
0,my sis is catching e show in e afternoon so i m not watching w her so c u wan watch today or tmr lor,3,104
0,sounds gd haha can wah u yan jiu so fast liao,3,58
0,no to be nosy i guess idk am i over reacting if i m freaked,3,62
0,remember all those whom i hurt during days of satanic imposter in me need to pay a price so be it may destiny keep me going and as u said pray that i get the mind to get over the same,3,184
0,how to make a girl happy it s not at all difficult to make girls happy u only need to be a friend companion lover chef lt gt good listener lt gt organizer lt gt good boyfriend lt gt very clean lt gt sympathetic lt gt athletic lt gt warm lt gt courageous lt gt determined lt gt true lt gt dependable lt gt intelligent lt gt psychologist lt gt pest exterminator lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniye pudunga venaam,3,611
